#,state,district,application_status,vendor_selected,vendor_selection_pending_gt_180_days,feasibility_approved,feasibility_rejected,feasibility_pending,residential_installation,rwa_installation,no_of_houses,upto_10_kw,above_10_kw,installation,installation_against_loan,inspection_approved,inspection_rejected,inspection_pending,total_redeem,total_redeem_amt,total_released,total_released_amt,applications_submitted_for_loan,applications_where_loan_sanction_is_pending,applications_in_which_loan_is_sanctioned,applications_where_loan_is_disbursed,applications_where_loan_is_rejected,active_vendor
405.0,MAHARASHTRA,Nashik,40146.0,36055.0,2838.0,40040.0,8.0,90.0,26653.0,1104.0,23318.0,27528.0,229.0,27757.0,8443.0,26298.0,14.0,1395.0,25901.0,2044549620.0,25249.0,1988644170.0,14175.0,1395.0,10384.0,9250.0,2396.0,1806.0
406.0,MAHARASHTRA,PALGHAR,3111.0,2716.0,190.0,3069.0,5.0,35.0,2037.0,23.0,1276.0,2040.0,20.0,2060.0,199.0,2029.0,0.0,29.0,1993.0,160378680.0,1928.0,154863090.0,466.0,73.0,276.0,243.0,117.0,264.0
407.0,MAHARASHTRA,Parbhani,8844.0,8344.0,291.0,8792.0,0.0,50.0,6002.0,1.0,23.0,5996.0,7.0,6003.0,2533.0,5782.0,1.0,211.0,5651.0,440102310.0,5414.0,421642320.0,4480.0,357.0,3063.0,2777.0,1060.0,472.0
408.0,MAHARASHTRA,Pune,44369.0,40382.0,1736.0,44011.0,9.0,315.0,28711.0,2128.0,136473.0,29320.0,1519.0,30839.0,3371.0,29733.0,11.0,978.0,29058.0,2710809852.0,28182.0,2617185282.0,7698.0,1100.0,4366.0,3500.0,2232.0,1886.0
409.0,MAHARASHTRA,RAIGAD,8803.0,8125.0,400.0,8754.0,3.0,39.0,5560.0,122.0,8452.0,5580.0,102.0,5682.0,1711.0,5440.0,4.0,223.0,5263.0,444347250.0,4997.0,416606880.0,3254.0,297.0,2211.0,1893.0,746.0,807.0
410.0,MAHARASHTRA,Ratnagiri,2517.0,2194.0,233.0,2492.0,2.0,17.0,1656.0,31.0,2179.0,1674.0,13.0,1687.0,437.0,1650.0,0.0,33.0,1624.0,126736770.0,1584.0,122948340.0,747.0,90.0,514.0,431.0,143.0,218.0
411.0,MAHARASHTRA,Sangli,17195.0,15788.0,849.0,17094.0,6.0,90.0,11448.0,41.0,922.0,11474.0,15.0,11489.0,3038.0,11081.0,4.0,374.0,10915.0,834149400.0,10593.0,808846650.0,5682.0,700.0,3765.0,3254.0,1217.0,768.0
412.0,MAHARASHTRA,Satara,13604.0,12168.0,639.0,13547.0,1.0,54.0,7895.0,31.0,1443.0,7910.0,16.0,7926.0,2136.0,7688.0,1.0,213.0,7551.0,566198250.0,7325.0,549012210.0,4118.0,411.0,2812.0,2264.0,895.0,359.0
413.0,MAHARASHTRA,Sindhudurg,2104.0,1921.0,95.0,2097.0,0.0,2.0,1285.0,0.0,0.0,1283.0,2.0,1285.0,469.0,1207.0,2.0,69.0,1141.0,87228450.0,1092.0,83435340.0,856.0,118.0,569.0,453.0,169.0,79.0
414.0,MAHARASHTRA,Solapur,22693.0,21581.0,515.0,22629.0,2.0,54.0,15495.0,16.0,427.0,15487.0,24.0,15511.0,6683.0,15096.0,4.0,322.0,14756.0,1141981860.0,14269.0,1104219720.0,11252.0,913.0,8181.0,7234.0,2158.0,746.0
415.0,MAHARASHTRA,Thane,4191.0,3306.0,413.0,4070.0,16.0,79.0,2040.0,528.0,40625.0,2130.0,438.0,2568.0,184.0,2496.0,3.0,46.0,2451.0,409216050.0,2390.0,398696730.0,460.0,82.0,249.0,217.0,129.0,807.0
416.0,MAHARASHTRA,Wardha,20524.0,19808.0,338.0,20515.0,0.0,9.0,13617.0,2.0,36.0,13605.0,14.0,13619.0,6934.0,13079.0,1.0,475.0,12870.0,989566440.0,12440.0,956386380.0,12287.0,1131.0,8570.0,7577.0,2586.0,376.0
417.0,MAHARASHTRA,Washim,8128.0,7800.0,170.0,8112.0,2.0,14.0,5496.0,0.0,0.0,5490.0,6.0,5496.0,1709.0,5274.0,2.0,189.0,5172.0,402030120.0,4996.0,388389120.0,3399.0,358.0,2116.0,1725.0,925.0,402.0
418.0,MAHARASHTRA,Yavatmal,16184.0,15649.0,229.0,16152.0,3.0,26.0,10669.0,3.0,23.0,10661.0,11.0,10672.0,4787.0,10158.0,2.0,483.0,9878.0,768935220.0,9550.0,743418750.0,8774.0,776.0,6243.0,5410.0,1755.0,434.0
419.0,MANIPUR,BISHNUPUR,69.0,57.0,9.0,68.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,16.0,8.0,16.0,0.0,0.0,16.0,1336368.0,16.0,1336368.0,30.0,15.0,8.0,8.0,7.0,7.0
420.0,MANIPUR,CHANDEL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
421.0,MANIPUR,CHURACHANDPUR,37.0,19.0,11.0,37.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,6.0,0.0,6.0,0.0,0.0,6.0,514800.0,6.0,514800.0,5.0,5.0,0.0,0.0,0.0,1.0
422.0,MANIPUR,IMPHAL EAST,411.0,381.0,19.0,411.0,0.0,0.0,229.0,0.0,0.0,226.0,3.0,229.0,94.0,220.0,1.0,6.0,216.0,18500724.0,210.0,17985924.0,193.0,51.0,114.0,102.0,28.0,14.0
423.0,MANIPUR,IMPHAL WEST,783.0,711.0,31.0,781.0,0.0,2.0,454.0,0.0,0.0,451.0,3.0,454.0,181.0,437.0,0.0,16.0,434.0,37046724.0,424.0,36220404.0,330.0,54.0,218.0,190.0,58.0,16.0
424.0,MANIPUR,JIRIBAM,6.0,5.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0
425.0,MANIPUR,KAKCHING,54.0,45.0,6.0,53.0,0.0,1.0,21.0,0.0,0.0,21.0,0.0,21.0,2.0,21.0,0.0,0.0,21.0,1801800.0,21.0,1801800.0,17.0,10.0,2.0,2.0,5.0,7.0
426.0,MANIPUR,KAMJONG,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
427.0,MANIPUR,KANGPOKPI,147.0,139.0,3.0,147.0,0.0,0.0,42.0,0.0,0.0,42.0,0.0,42.0,39.0,42.0,0.0,0.0,41.0,3517800.0,39.0,3346200.0,99.0,23.0,61.0,45.0,15.0,2.0
428.0,MANIPUR,NONEY,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
429.0,MANIPUR,PHERZAWL,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
430.0,MANIPUR,SENAPATI,6.0,4.0,1.0,6.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0
431.0,MANIPUR,TAMENGLONG,7.0,0.0,6.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432.0,MANIPUR,TENGNOUPAL,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
433.0,MANIPUR,THOUBAL,93.0,70.0,15.0,92.0,0.0,1.0,24.0,0.0,0.0,24.0,0.0,24.0,4.0,23.0,0.0,1.0,23.0,1955184.0,23.0,1955184.0,17.0,4.0,9.0,6.0,4.0,10.0
434.0,MANIPUR,UKHRUL,16.0,9.0,3.0,15.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
435.0,MEGHALAYA,EASTERN WEST KHASI HILLS,7.0,2.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
436.0,MEGHALAYA,East Garo Hills,24.0,0.0,2.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
437.0,MEGHALAYA,EAST JAINTIA HILLS,9.0,6.0,2.0,8.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,34980.0,1.0,34980.0,4.0,2.0,1.0,1.0,1.0,1.0
438.0,MEGHALAYA,East Khasi Hills,73.0,46.0,10.0,71.0,0.0,2.0,15.0,0.0,0.0,14.0,1.0,15.0,4.0,10.0,0.0,3.0,9.0,702768.0,9.0,702768.0,9.0,5.0,4.0,4.0,0.0,4.0
439.0,MEGHALAYA,NORTH GARO HILLS,665.0,50.0,447.0,665.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,0.0,3.0,206580.0,3.0,206580.0,13.0,8.0,3.0,3.0,2.0,1.0
440.0,MEGHALAYA,Ri Bhoi,46.0,18.0,6.0,46.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,34980.0,1.0,34980.0,6.0,3.0,2.0,0.0,1.0,1.0
441.0,MEGHALAYA,South Garo Hills,367.0,42.0,9.0,356.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
442.0,MEGHALAYA,SOUTH WEST GARO HILLS,181.0,40.0,36.0,176.0,0.0,4.0,3.0,0.0,0.0,3.0,0.0,3.0,2.0,3.0,0.0,0.0,3.0,155760.0,3.0,155760.0,4.0,2.0,2.0,2.0,0.0,1.0
443.0,MEGHALAYA,SOUTH WEST KHASI HILLS,5.0,2.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
444.0,MEGHALAYA,West Garo Hills,520.0,23.0,22.0,516.0,0.0,3.0,2.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,120780.0,1.0,85800.0,3.0,1.0,1.0,1.0,1.0,1.0
445.0,MEGHALAYA,WEST JAINTIA HILLS,36.0,19.0,3.0,35.0,0.0,1.0,12.0,0.0,0.0,12.0,0.0,12.0,2.0,12.0,0.0,0.0,12.0,484176.0,12.0,484176.0,2.0,0.0,2.0,2.0,0.0,2.0
446.0,MEGHALAYA,West Khasi Hills,22.0,16.0,1.0,22.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,1.0
447.0,MIZORAM,AIZAWL,802.0,782.0,5.0,801.0,0.0,1.0,707.0,0.0,0.0,703.0,4.0,707.0,5.0,676.0,0.0,30.0,672.0,56902890.0,650.0,55101090.0,11.0,2.0,5.0,4.0,4.0,10.0
448.0,MIZORAM,CHAMPHAI,26.0,26.0,0.0,26.0,0.0,0.0,20.0,0.0,0.0,20.0,0.0,20.0,0.0,20.0,0.0,0.0,16.0,1372800.0,15.0,1287000.0,0.0,0.0,0.0,0.0,0.0,3.0
449.0,MIZORAM,Hnahthial,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,85800.0,1.0,85800.0,0.0,0.0,0.0,0.0,0.0,1.0
450.0,MIZORAM,KHAWZAWL,20.0,18.0,1.0,20.0,0.0,0.0,16.0,0.0,0.0,16.0,0.0,16.0,0.0,16.0,0.0,0.0,16.0,1372800.0,12.0,1029600.0,0.0,0.0,0.0,0.0,0.0,2.0
451.0,MIZORAM,KOLASIB,48.0,45.0,2.0,46.0,0.0,2.0,40.0,0.0,0.0,40.0,0.0,40.0,0.0,39.0,0.0,1.0,37.0,3125100.0,29.0,2438700.0,2.0,0.0,0.0,0.0,2.0,7.0
452.0,MIZORAM,LAWNGTLAI,9.0,6.0,3.0,8.0,0.0,1.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
453.0,MIZORAM,LUNGLEI,77.0,76.0,0.0,77.0,0.0,0.0,40.0,1.0,3.0,41.0,0.0,41.0,0.0,30.0,0.0,11.0,30.0,2614920.0,29.0,2456520.0,0.0,0.0,0.0,0.0,0.0,4.0
454.0,MIZORAM,MAMIT,16.0,13.0,1.0,16.0,0.0,0.0,9.0,0.0,0.0,9.0,0.0,9.0,0.0,8.0,0.0,1.0,8.0,670560.0,8.0,670560.0,1.0,0.0,0.0,0.0,1.0,2.0
455.0,MIZORAM,SAITUAL,15.0,15.0,0.0,15.0,0.0,0.0,12.0,0.0,0.0,12.0,0.0,12.0,0.0,12.0,0.0,0.0,12.0,1013760.0,12.0,1013760.0,0.0,0.0,0.0,0.0,0.0,2.0
456.0,MIZORAM,SERCHHIP,16.0,13.0,2.0,14.0,1.0,1.0,11.0,0.0,0.0,11.0,0.0,11.0,0.0,10.0,0.0,1.0,10.0,842160.0,9.0,756360.0,0.0,0.0,0.0,0.0,0.0,2.0
457.0,MIZORAM,Siaha,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
458.0,NAGALAND,Chumoukedima,76.0,47.0,17.0,76.0,0.0,0.0,27.0,0.0,0.0,27.0,0.0,27.0,2.0,26.0,0.0,0.0,25.0,2130744.0,22.0,1887600.0,8.0,1.0,2.0,2.0,5.0,6.0
459.0,NAGALAND,Dimapur,254.0,180.0,47.0,253.0,0.0,1.0,114.0,0.0,0.0,114.0,0.0,114.0,24.0,112.0,0.0,1.0,109.0,9142320.0,98.0,8233368.0,48.0,7.0,30.0,25.0,11.0,8.0
460.0,NAGALAND,Kiphire,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
461.0,NAGALAND,Kohima,95.0,48.0,21.0,95.0,0.0,0.0,14.0,0.0,0.0,14.0,0.0,14.0,1.0,10.0,0.0,0.0,10.0,787050.0,9.0,701250.0,12.0,5.0,6.0,4.0,1.0,4.0
462.0,NAGALAND,Longleng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
463.0,NAGALAND,Meluri,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
464.0,NAGALAND,Mokokchung,6.0,2.0,2.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
465.0,NAGALAND,Mon,27.0,6.0,12.0,26.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466.0,NAGALAND,Niuland,8.0,4.0,2.0,7.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,69960.0,1.0,69960.0,1.0,0.0,1.0,0.0,0.0,1.0
467.0,NAGALAND,Noklak,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
468.0,NAGALAND,Peren,10.0,8.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0
469.0,NAGALAND,Phek,17.0,3.0,5.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
470.0,NAGALAND,Shamator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
471.0,NAGALAND,Tseminyu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
472.0,NAGALAND,Tuensang,44.0,15.0,8.0,43.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
473.0,NAGALAND,Wokha,17.0,2.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
474.0,NAGALAND,Zunheboto,21.0,5.0,3.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
475.0,NCT OF DELHI,Central,328.0,98.0,111.0,323.0,2.0,0.0,65.0,0.0,0.0,65.0,0.0,65.0,1.0,64.0,0.0,0.0,60.0,4644990.0,58.0,4490790.0,14.0,2.0,2.0,1.0,10.0,63.0
476.0,NCT OF DELHI,East,1098.0,609.0,105.0,1090.0,2.0,1.0,370.0,5.0,664.0,365.0,10.0,375.0,31.0,358.0,1.0,2.0,356.0,31322970.0,344.0,30406680.0,112.0,17.0,54.0,37.0,41.0,110.0
477.0,NCT OF DELHI,New Delhi,367.0,244.0,67.0,350.0,2.0,3.0,143.0,4.0,414.0,139.0,8.0,147.0,16.0,136.0,1.0,2.0,132.0,13602270.0,126.0,13137870.0,62.0,9.0,29.0,24.0,24.0,188.0
478.0,NCT OF DELHI,North,290.0,144.0,43.0,286.0,2.0,1.0,100.0,0.0,0.0,96.0,4.0,100.0,18.0,93.0,0.0,1.0,91.0,7094850.0,90.0,7016850.0,36.0,1.0,24.0,22.0,11.0,148.0
479.0,NCT OF DELHI,North East,1095.0,578.0,127.0,1089.0,2.0,1.0,320.0,1.0,101.0,318.0,3.0,321.0,26.0,312.0,0.0,1.0,304.0,24065460.0,294.0,23303910.0,117.0,15.0,50.0,36.0,52.0,172.0
480.0,NCT OF DELHI,North West,12900.0,4811.0,571.0,12862.0,16.0,4.0,2626.0,3.0,253.0,2605.0,24.0,2629.0,375.0,2322.0,13.0,77.0,2289.0,177972570.0,2165.0,168366180.0,1189.0,158.0,621.0,506.0,410.0,440.0
481.0,NCT OF DELHI,SHAHDARA,611.0,176.0,93.0,604.0,3.0,0.0,98.0,0.0,0.0,98.0,0.0,98.0,9.0,91.0,1.0,0.0,91.0,7041750.0,86.0,6651750.0,29.0,5.0,12.0,11.0,12.0,74.0
482.0,NCT OF DELHI,South,957.0,760.0,104.0,924.0,5.0,1.0,469.0,0.0,0.0,451.0,18.0,469.0,41.0,447.0,0.0,2.0,444.0,34479810.0,433.0,33621810.0,154.0,18.0,81.0,60.0,55.0,195.0
483.0,NCT OF DELHI,South East,322.0,214.0,52.0,319.0,1.0,0.0,99.0,0.0,0.0,97.0,2.0,99.0,15.0,96.0,0.0,0.0,96.0,7445700.0,92.0,7133700.0,66.0,5.0,30.0,23.0,31.0,39.0
484.0,NCT OF DELHI,South West,2229.0,1834.0,173.0,2209.0,5.0,3.0,1026.0,19.0,2482.0,1019.0,26.0,1045.0,177.0,997.0,0.0,8.0,979.0,100950300.0,932.0,92044350.0,542.0,57.0,303.0,236.0,182.0,240.0
485.0,NCT OF DELHI,West,1524.0,1219.0,139.0,1517.0,2.0,0.0,762.0,0.0,0.0,745.0,17.0,762.0,84.0,739.0,1.0,1.0,725.0,56333550.0,702.0,54556200.0,293.0,35.0,145.0,117.0,113.0,258.0
486.0,ODISHA,Anugul,4243.0,3095.0,1007.0,4238.0,1.0,0.0,646.0,0.0,0.0,645.0,1.0,646.0,342.0,629.0,0.0,1.0,605.0,45987030.0,558.0,42816330.0,1935.0,399.0,894.0,634.0,642.0,201.0
487.0,ODISHA,Balangir,6106.0,4875.0,1035.0,6092.0,0.0,1.0,1231.0,0.0,0.0,1231.0,0.0,1231.0,403.0,1058.0,0.0,155.0,1046.0,79183560.0,986.0,76113120.0,2917.0,565.0,752.0,534.0,1600.0,146.0
488.0,ODISHA,Baleshwar,12047.0,9118.0,2459.0,12034.0,1.0,2.0,2378.0,1.0,2.0,2379.0,0.0,2379.0,1252.0,1885.0,1.0,350.0,1795.0,121396800.0,1367.0,104036400.0,5187.0,771.0,2361.0,1755.0,2055.0,274.0
489.0,ODISHA,Bargarh,7563.0,5319.0,2098.0,7547.0,2.0,8.0,2148.0,0.0,0.0,2146.0,2.0,2148.0,1224.0,1799.0,0.0,308.0,1741.0,133543290.0,1649.0,127903290.0,3214.0,453.0,1648.0,1359.0,1113.0,182.0
490.0,ODISHA,Bhadrak,6186.0,3242.0,2647.0,6161.0,0.0,1.0,869.0,0.0,0.0,869.0,0.0,869.0,498.0,693.0,0.0,129.0,638.0,46916610.0,576.0,43775730.0,1760.0,255.0,794.0,606.0,711.0,180.0
491.0,ODISHA,Boudh,1778.0,1485.0,245.0,1773.0,0.0,4.0,234.0,0.0,0.0,234.0,0.0,234.0,178.0,213.0,0.0,2.0,193.0,14619120.0,183.0,13854600.0,1136.0,105.0,429.0,357.0,602.0,58.0
492.0,ODISHA,Cuttack,10500.0,7845.0,2288.0,10484.0,0.0,0.0,2941.0,0.0,0.0,2938.0,3.0,2941.0,1452.0,2838.0,0.0,45.0,2726.0,205988718.0,2541.0,194511798.0,4537.0,515.0,2547.0,1971.0,1475.0,428.0
493.0,ODISHA,Deogarh,914.0,626.0,251.0,912.0,0.0,2.0,172.0,0.0,0.0,172.0,0.0,172.0,93.0,143.0,1.0,24.0,133.0,10271040.0,125.0,9659280.0,387.0,71.0,148.0,111.0,168.0,31.0
494.0,ODISHA,Dhenkanal,6088.0,4321.0,1602.0,6081.0,0.0,0.0,881.0,0.0,0.0,881.0,0.0,881.0,533.0,824.0,0.0,31.0,795.0,61516170.0,752.0,58173330.0,2893.0,524.0,1347.0,975.0,1022.0,178.0
495.0,ODISHA,Gajapati,3831.0,3389.0,284.0,3824.0,0.0,6.0,130.0,0.0,0.0,130.0,0.0,130.0,93.0,98.0,0.0,0.0,89.0,6746250.0,85.0,6434250.0,1078.0,105.0,380.0,307.0,593.0,52.0
496.0,ODISHA,Ganjam,21433.0,8386.0,12685.0,21375.0,30.0,13.0,2488.0,0.0,0.0,2488.0,0.0,2488.0,1390.0,2390.0,0.0,35.0,2248.0,161884710.0,1984.0,149516550.0,4424.0,504.0,2481.0,2063.0,1439.0,321.0
497.0,ODISHA,Jagatsinghapur,8246.0,6387.0,1708.0,8233.0,0.0,0.0,904.0,0.0,0.0,904.0,0.0,904.0,696.0,860.0,1.0,20.0,817.0,61603080.0,719.0,54966600.0,2886.0,496.0,1440.0,1152.0,950.0,101.0
498.0,ODISHA,Jajapur,7648.0,6175.0,1223.0,7638.0,1.0,3.0,1466.0,0.0,0.0,1466.0,0.0,1466.0,1079.0,1220.0,0.0,232.0,1040.0,79784880.0,916.0,70203600.0,4074.0,613.0,1879.0,1491.0,1582.0,354.0
499.0,ODISHA,Jharsuguda,2459.0,2022.0,368.0,2457.0,0.0,0.0,882.0,0.0,0.0,882.0,0.0,882.0,448.0,784.0,0.0,93.0,732.0,55433460.0,685.0,52903950.0,1196.0,173.0,644.0,527.0,379.0,110.0
500.0,ODISHA,Kalahandi,5741.0,3790.0,1786.0,5735.0,1.0,0.0,1372.0,0.0,0.0,1372.0,0.0,1372.0,767.0,1257.0,1.0,105.0,1207.0,90974040.0,1089.0,84166320.0,2344.0,362.0,1024.0,875.0,958.0,195.0
501.0,ODISHA,Kandhamal,7067.0,6468.0,430.0,7001.0,1.0,63.0,69.0,0.0,0.0,69.0,0.0,69.0,47.0,52.0,0.0,0.0,43.0,3055320.0,32.0,2437320.0,1326.0,78.0,244.0,172.0,1004.0,63.0
502.0,ODISHA,Kendrapara,4096.0,2025.0,1934.0,4082.0,1.0,0.0,383.0,0.0,0.0,383.0,0.0,383.0,252.0,362.0,0.0,19.0,341.0,24938490.0,304.0,23378010.0,1339.0,260.0,542.0,421.0,537.0,64.0
503.0,ODISHA,Kendujhar,4700.0,3995.0,486.0,4686.0,0.0,2.0,844.0,0.0,0.0,844.0,0.0,844.0,504.0,719.0,0.0,104.0,663.0,49672620.0,599.0,45178620.0,2444.0,418.0,936.0,705.0,1090.0,252.0
504.0,ODISHA,Khordha,13916.0,11388.0,2114.0,13891.0,4.0,1.0,6094.0,1.0,216.0,6087.0,8.0,6095.0,2083.0,5998.0,0.0,25.0,5882.0,451151490.0,5634.0,433817370.0,5306.0,569.0,3116.0,2510.0,1621.0,252.0
505.0,ODISHA,Koraput,2215.0,1694.0,333.0,2209.0,1.0,3.0,362.0,0.0,0.0,362.0,0.0,362.0,142.0,341.0,1.0,5.0,319.0,24524640.0,293.0,22498980.0,997.0,134.0,364.0,290.0,499.0,25.0
506.0,ODISHA,Malkangiri,1256.0,839.0,350.0,1254.0,0.0,2.0,67.0,0.0,0.0,67.0,0.0,67.0,38.0,60.0,0.0,0.0,51.0,3918960.0,51.0,3918960.0,575.0,63.0,128.0,97.0,384.0,9.0
507.0,ODISHA,Mayurbhanj,6042.0,4943.0,887.0,6028.0,0.0,0.0,1650.0,0.0,0.0,1650.0,0.0,1650.0,801.0,1349.0,0.0,261.0,1264.0,95922930.0,1184.0,91373610.0,2669.0,395.0,1175.0,949.0,1099.0,396.0
508.0,ODISHA,NABARANGPUR,3506.0,1886.0,1505.0,3493.0,0.0,12.0,138.0,0.0,0.0,138.0,0.0,138.0,105.0,125.0,0.0,2.0,115.0,8765520.0,106.0,8081520.0,1245.0,142.0,285.0,210.0,818.0,27.0
509.0,ODISHA,Nayagarh,3959.0,2864.0,967.0,3952.0,1.0,0.0,650.0,0.0,0.0,650.0,0.0,650.0,507.0,600.0,0.0,45.0,584.0,43085010.0,533.0,39411450.0,1938.0,217.0,1003.0,756.0,718.0,76.0
510.0,ODISHA,Nuapada,4613.0,3586.0,926.0,4610.0,0.0,1.0,1349.0,0.0,0.0,1345.0,4.0,1349.0,612.0,1182.0,2.0,145.0,1159.0,79530540.0,926.0,71002140.0,2095.0,241.0,847.0,664.0,1007.0,42.0
